course_code,course_name
PGEO 0166,INTRODUCTION TO PHYSICAL AND BIOLOGICAL GEOGRAPHY
PGEO 0261,HUMAN AND ECONOMIC ACTIVITIES
PGEO 0264,AGRICULTURE AND PASTORALISM
PGEO 0267,URBANISATION
PGEO 131,HUMAN POPULATION
PGEO 231,EARTH’S PHYSICAL & BIOLOGICAL GEOGRAPHY
PGEO 311,HUMAN AND ECONOMIC ACTIVITIES
PGEO 331,AGRICULTURE AND PASTORALISM
PGEO 411,INDUSTRIAL DEVELOPMENT
PGEO 421,URBANIZATION
PHIL 0102,BUSINESS PHILOSOPHY
PHIL 0105,LEADERSHIP AND PUBLIC ADMINISTRATION
PHIL 0211,INTRODUCTION TO PHILOSOPHY
PHIL 100,INTRODUCTION TO PHILOSOPHY
PHIL 101,INTRODUCTION TO LOGIC
PHIL 104,UNIVERSITY EXAMINATIONS EXAMINATION FOR THE AWARD OF DEGREE OF BACHELOR OF PHIL 104: PHILOSOPHY AND SOC
PHIL 105,GOVERNMENT AND SOCIETY
PHIL 106,LAW AND SOCIETY REGULAR STREAMS: B. A
PHIL 109,ETHICS AND INTERGRITY STUDIES
PHIL 110,ANCIENT PHILOSOPHY STREAMS: B.A PHIL
PHIL 112,MEDIAEVAL PHILOSOPHY STREAMS: B.A RELIGIOUS STUDIES
PHIL 140,AFRICAN TRADITIONAL RELIGIONS AND PHILOSOPHY
PHIL 150,LOGIC
PHIL 151,SYMBOLIC LOGIC
PHIL 213,PRESOCRATIC PHILOSOPHY
PHIL 220,EPISTEMOLOGY
PHIL 221,METAPHYSICS
PHIL 223,COSMOLOGY
PHIL 231,MORAL/FUNDAMENTAL ETHICS
PHIL 232,INTRODUCTION TO HERMENEUTICS
PHIL 253,CRITICAL THINKING
PHIL 314,MODERN PHILOSOPHY STREAMS: B.A
PHIL 316,CONTEMPORARY PHILOSOPHY
PHIL 324,PHILOSOPHY OF GOD
PHIL 333,CHRISTIAN ETHICS STREAMS: B.A
PHIL 360,READINGS IN ANCIENT GREEK PHILOSOPHY
PHIL 419,ORIENTAL PHILOSOPHY STREAMS: B.A
PHIL 425,EXISTENCE AND PHENOMENOLOGY
PHIL 426,BRIEF HISTORY OF THE WILL
PHIL 434,AFRICAN SOCIAL AND POLITICAL PHILOSOPHY STREAMS: PHIL
PHIL 435,PHILOSOPHY OF LAW
PHIL 463,READINGS IN MODERN PHILOSOPHY
PHIL 800,ADVANCES IN PHILOSOPHY
PHIL 816,CONTEMPORARY PHILOSOPHY
PHIL 817,RENNAISANCE PHILOSOPHY
PHIL 820,EPISTEMOLOGY
PHIL 821,METAPHYSICS
PHIL 825,SYMBOLIC LOGIC
PHIL 826,PHILOSOPHICAL RESEARCH METHODS AND PROPOSAL WRITING
PHIL 835,PHILOSOPHY OF LAW
PHIL 900,"APPLIED ETHICS IN HEALTHCARE, LIFE SCIENCES AND BUSINESS PRACTICE"
PHIL 905,CONTEMPORARY ISSUES IN AFRICAN PHILOSOPHY
PHIL 923,FORMAL LOGIC
PHIL 938,CONTEMPORARY ISSUES IN EPISTEMOLOGY
PHIL 951,ADVANCED RESEARCH METHODS IN PHILOSOPHY
PHIL 962,CONTEMPORARY METAPHYSICAL ISSUES
PHIL 971,SPECIAL ISSUES IN POLITICAL PHILOSOPHY
PHIS 0167,EDUCATION FOR CITIZENSHIP
PHIS 0263,POLITICAL DEVELOPMENTS AND SYSTEMS IN KENYA
PHIS 0265,POLITICAL DEVELOPMENT AND SYSTEMS OUTSIDE KENYA
PHIS 0266,TRANSPORT AND COMMUNICATION
PHIS 211,EDUCATION FOR CITIZENSHIP
PHIS 231,POLITICAL DEVELOPMENTS AND SYSTEMS IN KENYA
PHIS 321,POLITICAL DEVELOPMENTS AND SYSTEMS OUTSIDE KENYA
PHIS 411,TRANSPORT AND COMMUNICATION
PHOM 911,PHOM911/DFIN 911: PHILOSOPHY OF BUSINESS/ PHILOSOPHY OF HOSPITALITY
PHOM 921,TRENDS AND CONSUMER DYNAMICS IN HOSPITALITY INDUSTRY
PHOM 931,ADVANCED HOSPITALITY IN INFORMATION SYSTEMS AND ANALYSIS
PHOM 932,ELECTRONIC BUSINESS IN HOSPITALITY
PHOM 951,ADVANCED QUALITATIVE RESEARCH DESIGNS AND ANALYSIS
PHYS 0011,PHYS 00111: FUNDAMENTALS OF PHYSICS STREAMS: CERT (COMP SCI)
PHYS 0014,PHYS 00141: INTRODUCTION TO ELECTRICITY AND MAGNETISM STREAMS:CERT COMP SCI Y1S2
PHYS 0101,PHYS 0101/0111: PRINCIPLES OF PHYSICS
PHYS 0111,PRINCIPLES OF PHYSICS STREAMS: DIP (COMP SCI) Y1S1
PHYS 111,PHYS 111/103: GENERAL PHYSICS
PHYS 112,PHYSICS A
PHYS 113,PHYSICS II
PHYS 121,PHYSICS PRACTICAL I
PHYS 131,MECHANICS 1
PHYS 134,INTRODUCTION TO QUANTUM PHYSICS
PHYS 153,APPLIED OPTICS STREAMS: BSC COMP Y1S2
PHYS 161,HEAT AND THERMODYNAMICS STREAM:BSC& BED SC Y1S1
PHYS 223,PHYSICS PRACTICAL III
PHYS 224,PHYSICS PRACTICAL IV
PHYS 232,WAVES AND OSCILLATIONS STREAMS: B.ED SCI
PHYS 241,"ELECTRICITY AND MAGNETISM I STREAMS: AB5,EB7,EB2,EB16, EB6, EB1 and EB3"
PHYS 261,GPHYS 261 GEO HYDROLOGY
PHYS 271,BASIC ELECTRONICS
PHYS 281,INTRODUCTION TO MATERIAL SCIENCE
PHYS 311,GPHYS 311 GEO DYNAMICS
PHYS 313,ELECTRICITY AND MAGNETISM II
PHYS 315,THERMAL AND STATISTICAL PHYSICS
PHYS 317,"MATHEMATICAL PHYSICS I STREAMS: EB2, EB7, EB16, EB17"
PHYS 333,"PHYS 333/233: MECHANICS II STREAMS: EB2, EB7 & EB16"
PHYS 335,CLASSICAL MECHANICS
PHYS 342,ELECRICITY AND MAGNETISM II STREAMS: BSC COMPUTER SCIENCE
PHYS 352,EPHYS 352: ELECTRICAL NETWORKS STREAMS: Y2S2
PHYS 362,THERMAL AND STATISTICAL PHYSICS
PHYS 372,DIGITAL ELECTRONIC
PHYS 391,ASTROPHYSICS STREAMS: Y3S1
PHYS 392,BIOPHYSICS
PHYS 393,PHYS 393/326: INTRODUCTION TO GEOPHYSICS
PHYS 394,RADIOBIOLOGY AND RADIOTRACER TECHNIQUE
PHYS 413,PHYS 413/410: SOLID STATE PHYSICS
PHYS 414,NUCLEAR AND ATOMIC PHYSICS
PHYS 415,QUANTUM MECHANICS II
PHYS 416,APPLIED GEOPHYSICS
PHYS 417,ENVIRONMENTAL AND RENEWABLE ENERGY PHYSICS
PHYS 418,MATHEMATICAL PHYSICS II
PHYS 419,COMMUNICATION ELECTRONICS II
PHYS 423,ANALOGUE ELECTRONICS
PHYS 427,PHYSICS PRACTICAL VII STREAMS: BSC (PHYS)
PHYS 437,QUANTUM MECHANICS II
PHYS 443,ELECTROMAGNETIC THEORY
PHYS 475,COMMUNICATION ELECTRONICS II
PHYS 476,ANALOG ELECTRONICS
PHYS 483,SOLID STATE PHYSICS STREAMS: BSC & B.ED SCI
PHYS 494,APPLIED GEOPHYSICS STREAMS: BSC
PHYS 495,AERONOMY AND PALEOMAGNETISM
PHYS 811,MATHEMATICAL PHYSICS
PHYS 821,LABORATORY TECHNOLOGY I
PHYS 822,LABORATORY TECHNIQUES II
PHYS 823,COMPUTER APPLICATIONS IN PHYSICS RESEARCH
PHYS 831,CLASSICAL MECHANICS
PHYS 832,QUANTUM MECHANICS
PHYS 841,ELECTRODYNAMICS
PHYS 851,ASPECTS OF MATERIAL SCIENCE
PHYS 861,STATISTICAL MECHANICS STREAMS: MSC (PHYS)
PHYS 871,DIGITAL ELECTRONICS
PHYS 872,ELECTRONICS CIRCUITRY
PHYS 873,COMMUNICATION ELECTRONICS STREAMS: MSC (PHYS)
PHYS 888,NUCLEAR PHYSICS III
PHYS 889,ELECTRONIC STRUCTURE OF MATERIALS
PHYS 921,COMPUTER APPLICATIONS IN RESEARCH
PHYS 922,LABORATORY TECHNIQUES STREAMS: MSC (PHYS)
PHYS 931,CLASSICAL MECHANICS
PHYS 932,QUANTUM MECHANICS
PHYS 941,CLASSICAL ELECTRODYNAMICS AND ELECTROMAGNETIC THEORY
PLLE 0171,INTRODUCTION TO LANGUAGE AND LINGUISTICS
PLLE 0172,INTRODUCTION TO THE HISTORY OF ENGLISH
PLLE 0173,INTRODUCTION TO GENERAL LINGUISTICS
PLLE 0271,LANGUAGE ACQUISITION
PLLE 0273,COMMUNICATION AND LANGUAGE USE IN ENGLISH STREAMS: DIP
PLLE 212,PLLE 212/272: GRAMMATICAL STRUCTURES OF ENGLISH
PLLE 231,INTRODUCTION TO THE HISTORY OF ENGLISH
PLLK 0172,MISINGI YA HISTORIA YA KISWAHILI
PLLK 0272,SARUFI YA KISWAHILI
PLLK 0273,MBINU ZA MAWASILIANO KATIKA KISWAHILI
PLLK 0274,MBINU ZA UTAFITI KATIKA KISWAHILI
PLLT 0272,GRAMMATICAL STRUCTURES OF ENGLISH
PLLT 0275,METHODS OF ORATURE
PNAR 0163,NATURAL RESOURCES
PNAR 231,NATURAL RESOURCES MANAGEMENT
PPLE 0273,COMMUNICATION AND LANGUAGE USE IN ENGLISH
PPMA 0010,PPMA 00103: COMMUNITY MOBILIZATION AND PARTICIPATION
PPMA 0011,PPMA 00111: CERTIFICATE IN PROJECT PLANNING AND MANAGEMENT
PPMA 0012,PPMA 00123: PROJECT MONITORING & EVALUATION   STREAMS
PPMA 0013,PPMA 00134/CDEV 00150: RESEARCH METHODS IN PROJECT MANAGEMENT
PPMA 0110,INTRODUCTION TO PROJECT PLANNING AND MANAGEMENT
PPMA 0111,PROJECT IDENTIFICATION
PPMA 0120,PROJECT PLANNING AND IMPLEMENTATION
PPMA 0121,PROJECT QUALITY MANAGEMENT
PPMA 0122,PROJECT RISK MANAGEMENT AND COMMUNICATION
PPMA 0123,"PROJECT MONITORING AND EVALUATION (L/P 45/0; C.F. 3.0) (Y2S2) C.F 3.0 BY SALOME NYAGA, 0710191441, slmnyaga@yahoo.com"
PPMA 0124,PROJECT MANAGEMENT INFORMATION SYSTEMS
PPMA 0125,HUMAN RESOURCE MANAGEMENT
PPMA 0126,PROJECT MANAGEMENT REPORTS
PPMA 0206,COMMUNITY MOBILIZATION AND PARTICIPATION IN PROJECTS
PPMA 0210,COMMUNITY LEADERSHIP
PPMA 0211,RESOURCE MOBILIZATION IN PROJECT MANAGEMENT
PPMA 0212,RESEARCH METHODS IN PROJECT MANAGEMENT
PPMA 0213,PROJECT PROPOSALS
PPMA 0214,MANAGEMENT OF ORGANIZATIONAL CHANGE
PPMA 0219,ENVIRONMENTAL IMPACT AND ASSESSMENT
PPMA 0220,PROJECT PROCUREMENT MANAGEMENT AND PLANNING
PPMA 0221,PRINCIPLES OF DISASTER MANAGEMENT
PPMA 0222,PARTICIPATORY METHODOLOGIES IN DEVELOPMENT PRACTICES
PPMA 0223,STRATEGIC PROJECT MANAGEMENT
PPMA 0224,FACILITATION OF DEVELOPMENT IN LOCAL COMMUNITIES
PPMA 0260,COMMUNITY MOBILIZATION AND PARTICIPATION IN PROJECTS
PPMA 110,PRINCIPLES AND PRACTICE OF PROJECT MANAGEMENT
PPMA 122,LEADERSHIP IN DEVELOPMENT
PPMA 123,ETHICS AND INTEGRITY STUDIES IN PROJECT PLANNING
PPMA 161,GENDER ISSUES IN PROJECT MANAGEMENT
PPMA 162,PROJECT SUSTAINABILITY
PPMA 340,PROJECT MONITORING AND EVALUATION
PPMA 428,ORGANIZATIONAL BEHAVIOUR IN PROJECT MANAGEMENT STREAMS: PPMA
PRES 221,CHARACTER BUILDING
PSOC 221,CULTURE AND SOCIAL SERVICES
PSOC 331,CONTEMPORARY SOCIAL ISSUES
PSOC 410,SOCIAL CHANGE AND DEVELOPMENT
PSYC 111,BEHAVIOR AND LEARNING
PSYC 121,INTRODUCTION TO PSYCHOLOGY
PSYC 122,BEHAVIOR AND LEARNING
PSYC 123,PRINCIPLES OF GUIDANCE AND COUNSELLING
PSYC 124,PHYSIOLOGICAL PSYCHOLOGY
PSYC 125,GROUP DYNAMICS AND GROUP FACILITATION
PSYC 131,HUMAN GROWTH AND DEVELOPMENT
PSYC 211,THEORIES OF COUNSELLING
PSYC 212,HUMAN PERSONALITY
PSYC 213,MEDIA AND SOCIETY
PSYC 221,COMMUNITY PSYCHOLOGY
PSYC 222,ENVIRONMENTAL PSYCHOLOGY
PSYC 223,BASICS OF INDUSTRIAL AND ORGANIZATIONAL PSYCHOLOGY
PSYC 224,PSYCHOLOGICAL TESTS AND MEASUREMENT
PSYC 225,CHILD PSYCHOLOGY
PSYC 226,MARRIAGE AND FAMILY PSYCHOLOGY
PSYC 231,HUMAN SEXUALITY
PSYC 232,DRUGS AND CHEMICAL DEPENDENCY
PSYC 233,SELF AWARENESS & PERSONAL DEVELOPMENT
PSYC 234,PSYCHOLOGY OF ADOLESCENCE
PSYC 235,PSYCHOLOGY OF REFUGEES AND DISPLACED PERSONS
PSYC 301,STATISTICS IN BEHAVIOURAL SCIENCES
PSYC 311,PRINCIPLES OF GUIDANCE AND COUNSELING
PSYC 312,ETHICS IN PSYCHOLOGY
PSYC 313,EXPERIMENTAL PSYCHOLOGY
PSYC 321,TECHNIQUES AND PRACTICE OF COUNSELLING
PSYC 322,EXPERIMENTAL PSYCHOLOGY
PSYC 323,RESEARCH METHODS IN PSYCHOLOGY
PSYC 324,HEALTH PSYCHOLOGY
PSYC 325,PSYCHOLOGY OF CRIMINAL CONDUCT
PSYC 331,ETHICS IN PSYCHOLOGY
PSYC 332,STRESS MANAGEMENT
PSYC 333,SPECIAL POPULATION
PSYC 334,CULTURE AND HUMAN BEHAVIOUR
PSYC 335,TRAUMA COUNSELLING
PSYC 336,ABNORMAL PSYCHOLOGY
PSYC 411,FORENSIC PSYCHOLOGY
PSYC 421,GERONTOLOGY AND GERIATRICS
PSYC 422,COMMUNITY COUNSELLING
PSYC 430,SOCIAL PSYCHOLOGY
PSYC 431,GERONTOLOGY AND GENATRICS
PSYC 441,RESEARCH METHODS IN PSYCHOLOGY
PSYC 460,INTRODUCTION TO CLINICAL PSYCHOLOGY
PSYC 461,PSYCHOPATHOLOGY 1
PSYC 462,THEORIES OF PERSONALITY IN CLINICAL PSYCHOLOGY
PSYC 463,CLINICAL COMMUNITY PSYCHOLOGY
PSYC 464,PALLIATIVE CARE
PSYC 465,COMMUNITY PSYCHOLOGY
PSYC 470,COUNSELLING PROCESS AND PRACTICE
PSYC 471,COUNSELLING SPECIAL POPULATIONS
PSYC 472,SPECIAL EDUCATION AND REHABILITATION
PSYC 473,DEVELOPMENT AND ORGANIZATION OF GUIDANCE AND COUNSELLING
PSYC 474,EDUCATIONAL COUNSELLING
PSYC 475,SUPERVISION IN COUNSELLING
PSYC 480,ORGANIZATIONAL BEHAVIOUR AND DEVELOPMENT
PSYC 481,HUMAN RESOURCE DEVELOPMENT
PSYC 482,APPLICATION OF INDUSTRIAL PSYCHOLOGY
PSYC 483,CONSUMER PSYCHOLOGY
PSYC 484,PUBLIC RELATIONS
PSYC 485,GROUP DYNAMICS AND CULTURE IN CONSUMER BEHAVIOUR
PTOM 954,ADVANCED DEMAND MODELLING IN TOURISM
PUHE 111,HUMAN ANATOMY STREAMS: PUHE (Y1S1)
PUHE 112,PUHE 112B: HUMAN PHYSIOLOGY STREAMS: HINDS Y1S1
PUHE 113,LABORATORY METHODS FOR PUBLIC HEALTH STREAMS: PUHE Y1S1
PUHE 114,MEDICAL BIOCHEMISTRY STREAMS: PUHE Y1S1
PUHE 115,MEDICAL PARASITOLOGY
PUHE 116,– MEDICAL MICROBIOLOGY
PUHE 117,PRINCIPLES OF IMMUNOLOGY
PUHE 118,BASIC PHARMACOLOGY
PUHE 119,HUMAN ANATOMY AND PHYSIOLOGY STREAMS: Y1S1
PUHE 121,FOUNDATIONS OF PUBLIC HEALTH STREAMS: PUHE Y1S1
PUHE 122,PUHE 122;ENVIRONMENTAL CHEMISTRY 1
PUHE 123,PUHE 123/ NURS 113B: MEDICAL BIOCHEMISTRY
PUHE 124,MEDICAL PARASITOLOGY
PUHE 125,PUHE125/ NURS 223: MEDICAL MICROBIOLOGY
PUHE 126,IMMUNOLOGY
PUHE 127,BASIC LIFE SUPPORT AND EMERGENCY CARE
PUHE 143,PUHE 143/HRIM 112; BASIC LIFE SUPPORT AND EMERGENCY CARE
PUHE 171,TECHNICAL DESIGNS AND DRAWING
PUHE 211,– ANATOMY AND PHYSIOLOGY OF FOOD ANIMALS
PUHE 212,COMPARATIVE ANATOMY OF FOOD ANIMALS
PUHE 221,PRINCIPLES OF PATHOLOGY AND MEAT INSPECTION
PUHE 222,COMMUNITY HEALTH 1
PUHE 223,ENVIRONMENTAL CHEMISTRY II STREAMS: PUHE Y2S1
PUHE 232,SOLID WASTE MANAGEMENT STREAMS: PUHE Y2S1
PUHE 233,LIQUID WASTE MANAGEMENT STREAMS: PUHE Y2S1
PUHE 234,HAZARDOUS WASTE MANAGEMENT STREAMS: PUHE Y2S1
PUHE 235,BUILDING CONSTRUCTION TECHNOLOGY 1 STREAMS: PUHE Y2S1
PUHE 236,PUHE 236; BUILDING CONSTRUCTION AND TECHNOLOGY II
PUHE 238,ENVIRONMENTAL POLLUTION AND CONTROL
PUHE 241,COMMUNITY HEALTH I STREAMS: PUHE Y2S1
PUHE 251,ANATOMY AND PHYSIOLOGY OF FOOD ANIMALS STREAMS: PUHE Y2S1
PUHE 252,– COMPARATIVE ANATOMY OF FOOD ANIMALS
PUHE 253,– MEAT PATHOLOGY AND INSPECTION
PUHE 254,– HAZARDOUS WASTE MANAGEMENT
PUHE 255,LAND DEVELOPMENT AND SETTLEMENT MANAGEMENT
PUHE 256,ENVIRONMENTAL POLLUTION AND CONTROL
PUHE 257,ENVIRONMENTAL IMPACT ASSESSMENT
PUHE 258,CLIMATE CHANGE AND HEALTH
PUHE 261,CLIMATE CHANGE AND HEALTH STREAMS: PUHE Y2S1
PUHE 262,ENVIRONMENTAL HEALTH IMPACT ASSESSMENT
PUHE 263,LAND DEVELOPMENT AND SETTLEMENT MANAGEMENT
PUHE 271,CONSERVANCY AND DRAINAGE
PUHE 272,BUILDING CONSTRUCTION AND TECHNOLOGY I
PUHE 273,BUILDING CONSTRUCTION AND TECHNOLOGY II
PUHE 324,– EPIDEMIOLOGY AND DEMOGRAPHY FOR PUBLIC HEALTH
PUHE 342,PUHE 342B: COMMUNITY HEALTH I STREAMS: HRIM (Y3S1)
PUHE 344,PUHE 344/HRIM 344: MEDICAL STATISTICS
PUHE 345,– OCCUPATIONAL SAFETY AND HEALTH STREAMS: PUHE Y3S1
PUHE 354,FOOD SCIENCE AND TECHNOLOGY STREAMS: PUHE Y3S1
PUHE 356,FOOD SAFETY AND QUALITY CONTROL
PUHE 357,– WATER SUPPLY AND QUALITY CONTROL
PUHE 364,GEOMEDICINE STREAMS: PUHE Y3S1
PUHE 365,ENVIRONMENTAL TOXICOLOGY STREAMS: PUHE Y3S1
PUHE 371,BEHAVIORAL SCIENCES AND PUBLIC HEALTH STREAMS: PUHE (Y3S1)
PUHE 391,RESEARCH METHODOLOGY
PUHE 425,– PUBLIC HEALTH INSPECTION
PUHE 426,– PUBLIC HEALTH INFORMATION SYSTEMS-MAIN
PUHE 449,NON-COMMUNICABLE DISEASES STREAMS: PUHU Y4S1
PUHE 466,BIOTECHNOLOGY AND HEALTH STREAMS: PUHE Y4S1
PUHE 467,DISASTER MANAGEMENT STREAMS: PUHE Y4S1
PUHE 468,PORT HEALTH STREAMS: PUHE Y4S1
PUHE 472,HEALTH PROMOTION STREAMS: PUHE Y4S1
PUHE 473,HUMAN POPULATION DYNAMICS AND HEALTH STREAMS: PUHE Y4S1
PUHE 483,PUHE483: HEALTH ECONOMICS
PUHE 484,– PROJECT MANAGEMENT
PUHU 111,HUMAN ANATOMY
PUHU 121,FOUNDATIONS OF PUBLIC HEALTH
PUHU 151,FIRST YEAR  EXAMINATION FOR BACHELOR OF PUBLIC HEALTH  PUHU151: ENVIRONMENTAL CHEMISTRY 1
PUHU 246,ENTOMOLOGY AND PEST MANAGEMENT STREAMS: PUHU (Y2S3)
PUHU 247,COMMUNICABLE DISEASES STREAMS: PUHU
PUHU 263,LAND DEVELOPMENT AND SETTLEMENT MANAGEMENT STREAMS: PUHU Y2S2
PUHU 271,BEHVIOURAL SCIENCE
PUHU 276,EPIDIEMIOLOGY AND DEMOGRAPHY STREAMS: PUHU Y2S1
PUHU 291,RESEARCH METHODOLOGY STREAMS: BPH (PUBLIC HEALTH- Y291
RELI 0164,PRESS/ RELI 0164: RELIGIOUS BELIEFS
RELI 0167,RELIGIOUS BELIEFS
RELI 100,INRODUCTION TO THE STUDY OF RELIGION STREAMS: B.A ODEL
RELI 103,FOUNDATIONS OF RELIGION STREAMS:BA & BED
RELI 104,SOCIOLOGY OF RELIGION
RELI 111,INTRODUCTION TO PHENOMENOLOGY AND STUDY OF RELIGION
RELI 112,RELI 112/122: AFRICAN TRADITIONAL MORALS AND CULTURAL VALUES
RELI 120,AFRICAN DIASPORA IN THE AMERICANS TO 1915
RELI 121,FOUNDATIONS OF RELIGION
RELI 122,AFRICAN TRADITIONAL MORALS AND CULTURAL VALUES STREAMS: BA RELIGIOUS STUDIES
RELI 160,INTRODUCTION TO CHRISTIAN ETHICAL THINKING
RELI 161,RELIGIOUS AND ETHICS IN SOCIETY EDUCATION STUDIES
RELI 205,PHILOSOPHY OF RELIGION STREAMS:BA PHIL
RELI 211,BELIEF SYSTEMS IN KENYA
RELI 212,AFRICAN TRADITIONAL RELIGION
RELI 221,COMPARATIVE RELIGION LIIBIII & LIIBII
RELI 222,NEW TESTAMENT
RELI 230,INTRODUCTION TO BIBLICAL STUDIES  STREAMS: BED PART TIME
RELI 231,THEOLOGY OF THE OLD TESTAMENT
RELI 232,NEW TESTAMENT
RELI 250,NEW RELIGIOUS MOVEMENTS
RELI 311,RELIGION AND ETHICS IN SOCIETY
RELI 312,HISTORY OF CHRISTIANITY I LIII BI
RELI 321,RELI 321/372: RELIGION AND SCIENCE
RELI 322,/ 162: HISTORY OF CHRISTIANITY I
RELI 323,NOW RELIGIOUS MOVEMENTS
RELI 340,RELI 340/312: CHURCH HISTORY I
RELI 341,CHURCH HISTORY II
RELI 342,CHURCH HISTORY II
RELI 347,RELI 347/362: RELIGION AND CONTEMPORARY ETHICAL ISSUES
RELI 362,RELIGIONS AND CONTEMPORARY ETHICAL ISSUES
RELI 365,RELIGION AND SOCIAL CHANGE
RELI 372,RELIGION AND SCIENCE
RELI 373,RELIGION AND ENVIRONMENTAL
RELI 381,ISLAMIC CIVILIZATION AND CULTURE
RELI 402,PHENOMENOLOGY OF RELIGION
RELI 406,PSYCHOLOGY OF RELIGION
RELI 409,THEOLOGY OF THE NEW TESTAMENT
RELI 411,"RELIGION, HUMAN SEXUALITY, MARRIAGE PLUS FAMILY"
RELI 412,RELIGION AND MODERN THEOLOGICAL TRENDS
RELI 421,CHRISTIAN APPROACHES TO CONTEMPORARY ETHICAL ISSUES IN AFRICA
RELI 422,"RELIGION, POLITICS AND DEVELOPMENT IN AFRICA"
RELI 423,HISTORY OF CHRISTIANITY IN EAST AFRICA (AFRICAN CHRISTIANITY)
RELI 425,HISTORY OF CHRISTIANITY IN EAST AFRICA
RELI 433,OLD TESTAMENT HERMENEUTICS
RELI 434,THEOLOGY OF THE NEW TESTAMENT
RELI 435,"ANALYSIS OF SELECTED BIBLICAL TEXTS STREAMS: : B.A (RELIGIOUS STUDIES), Y4S1"
RELI 442,RELI442: HISTORY OF CHRISTIANITY IN EAST AFRICA STREAMS: BA
RELI 450,NEW CHRISTIAN MOVEMENT IN AFRICA STREAMS:PT
RELI 463,RELIGION PEACE AND ADVOCACY STREAMS: BA RELIGIOUS STUDIES
RELI 470,CONTEMPORARY RELIGIOUS THOUGHTS
RELI 474,"RELIGION, POLITICS AND DEVELOPMENT IN AFRICA"
RELI 475,CHRISTIAN THEOLOGY IN AFRICA
RELI 476,LIBERATION THEOLOGY
RELI 801,RESEARCH METHODS IN RELIGIOUS STUDIES
RELI 812,SYSTEMATIC THEOLOGY
RELI 814,AFRICAN CHRISTIANITY (1800-PRESENT)
RELI 815,CHRISTIANITY & COMMUNITY
RELI 816,AFRICAN CHRISTIAN THEOLOGY
RELI 822,ISLAM IN THE MODERN AGE
RELI 841,AFRICAN TRADITIONAL RELIGION
RELI 842,RITES OF PASSAGE IN AFRICA
RELI 851,MODERN TRENDS IN AFRICAN NEW RELIGIOUS MOVEMENTS
RELI 861,ECUMENISM AND COMPARATIVE RELIGIONS IN AFRICA
RELI 862,ECO-THEOLOGY
RELI 871,SOCIAL AND PROFESSIONAL ETHICS
RELI 872,RELIGION AND SOCIAL CHANGE STREAMS: PT
RELI 901,ADVANCED RESEARCH METHODS
RELI 910,CONTEMPORARY TRENDS IN RELIGIOUS STUDIES
RELI 912,SCIENCE OF RELIGION
RELI 914,AFRICAN SPIRITUALITY
RELI 921,GLOBAL ETHICS
RELI 941,INTERFAITH RELATIONS
RESS 0164,PRESS 0164: RELIGIOUS BELIEFS AND PRACTICES
RESS 211,PRESS 211: RELIGIOUS BELIEFS AND PRACTICES
RESS 221,PRESS 221: CHARACTER BUILDING
REST 0111,RELIGION AND ETHICS IN THE SOCIETY
REST 0122,RELIGIOUS CULTURE AND COMMUNICATION
REST 0212,HERMENEUTICS
REST 0222,BIBLICAL COUNSELLING
REST 0311,CHURCH HISTORY
REST 412,RELIGION AND MODERN THEOLOGICAL TRENDS
RIOD 1937,The modes of agricultural practices embraced by the people of Abogeta Sub County before the period 1937-1980
SIHL 100,SOCIETY AND INTERNATIONAL HUMANITARIAN LAW
SION 2030,Improving technical education for human resource training for the realization of vision 2030: A case of technical training institutes.
SOCI 0010,SOCI 00101: INTRODUCTION TO SOCIOLOGY
SOCI 0101,INTRODUCTION TO SOCIOLOGY
SOCI 0103,INTERNATIONAL HUMAN RIGHTS LAW AND INTERNATIONAL HUMANITERIAN LAW
SOCI 101,INTRODUCTION TO SOCIOLOGY
SOCI 102,INTRODUCTION TO ANTHROPOLOGY
SOCI 103,RURAL SOCIOLOGY
SOCI 105,CULTURE AND IDENTITY
SOCI 106,SOCIALIZATION PROCESS
SOCI 107,SOCIAL PROBLEMS IN SOCIOLOGY
SOCI 111,INTERNATIONAL HUMANITARIAN LAW
SOCI 131,SOCIOLOGY OF FAMILY
SOCI 134,LAW AND SOCIETY
SOCI 201,SOCIAL RESEARCH METHODS I
SOCI 204,SOCI 204/232: SOCIAL INSTITUTIONS STREAMS: B.A CDEV ODEL
SOCI 211,LEADERSHIP IN DEVELOPMENT
SOCI 212,COMMUNITY DEVELOPMENT AND SOCIAL WELFARE
SOCI 213,HUMAN GROWTH AND DEVELOPMENT
SOCI 231,FAMILIES AND HOUSEHOLDS
SOCI 232,SOCI 232/204: SOCIAL INSTITUTIONS
SOCI 233,SOCIAL STRUCTURES OF EAST AFRICAN SOCIETIES
SOCI 234,"RACE, ETHINICITY AND STRATIFICATION"
SOCI 235,SOCIOLOGY OF RELIGION
SOCI 237,ECONOMY AND SOCIETY
SOCI 241,COLLECTIVE BEHAVIOUR AND SOCIAL MOVEMENTS STREAMS: B.A SOCI
SOCI 251,"METHODS OF SOCIAL RESEARCH 1 STREAMS: CB1 , CB3 , CB7, CB8, CB13, CB24"
SOCI 302,INTRODUCTION TO SOCIAL STATISTICS
SOCI 309,SOCIAL POLICY AND ADMINISTRATION STREAMS: B.A SOCI
SOCI 310,SOCIAL DEMPGRAPHY
SOCI 312,SOCIAL DEMOGRAPHY
